name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@OSICSIngrid	<a href="https://twitter.com/OSICSIngrid" target="_blank">OSICSIngrid</a>	0	1	0					245
@ossomarino	<a href="https://twitter.com/ossomarino" target="_blank">ossomarino</a>	17	0	4	242	505	19041	Arenys de Munt	019
@osteoalbert	<a href="https://twitter.com/osteoalbert" target="_blank">osteoalbert</a>	1	0	1	516	362	10782	Barcelona. Catalunya	001
@OteroTere	<a href="https://twitter.com/OteroTere" target="_blank">OteroTere</a>	0	1	0					031
@pablangosto	<a href="https://twitter.com/pablangosto" target="_blank">pablangosto</a>	27	1	1	51	21	933		288
@PalacioVicenc	<a href="https://twitter.com/PalacioVicenc" target="_blank">PalacioVicenc</a>	1	0	1	24	119	1082		004
@Pallacus	<a href="https://twitter.com/Pallacus" target="_blank">Pallacus</a>	25	0	4	256	261	19913	Barcino	001
@palmira_marti	<a href="https://twitter.com/palmira_marti" target="_blank">palmira_marti</a>	22	0	1	1617	2116	99188		001
@PalouPatrick	<a href="https://twitter.com/PalouPatrick" target="_blank">PalouPatrick</a>	5	0	1	16	195	1202	Sabadell, Espanya	009
@PanizaRigo	<a href="https://twitter.com/PanizaRigo" target="_blank">PanizaRigo</a>	12	0	1	66	281	5081		070
@paquifer1969	<a href="https://twitter.com/paquifer1969" target="_blank">paquifer1969</a>	11	0	1	8808	8479	224680	BDN	019
@Paraules	<a href="https://twitter.com/Paraules" target="_blank">Paraules</a>	18	0	1	858	2866	28813	Barcelona, Catalunya	009
@paremiq	<a href="https://twitter.com/paremiq" target="_blank">paremiq</a>	10	0	1	1075	1521	42137		010
@partit_pirata	<a href="https://twitter.com/partit_pirata" target="_blank">partit_pirata</a>	1	3	0	10250	560	15712	Catalunya	050
@pastacatalans	<a href="https://twitter.com/pastacatalans" target="_blank">pastacatalans</a>	1	0	1	3752	819	8831	Barcelona	140
@patunikos	<a href="https://twitter.com/patunikos" target="_blank">patunikos</a>	1	0	1	685	372	6359	Catalunya	124
@PatxiBengoa	<a href="https://twitter.com/PatxiBengoa" target="_blank">PatxiBengoa</a>	27	0	3	2868	4996	138873	Basqueland #YPG	056
@patxo99	<a href="https://twitter.com/patxo99" target="_blank">patxo99</a>	3	0	1	4	74	757		090
@pau_barriga	<a href="https://twitter.com/pau_barriga" target="_blank">pau_barriga</a>	1	0	1	311	494	1260		131
@pau_urenya	<a href="https://twitter.com/pau_urenya" target="_blank">pau_urenya</a>	9	2	0	1114	1111	19559		131
@Paucazes	<a href="https://twitter.com/Paucazes" target="_blank">Paucazes</a>	2	0	1	65	137	851	Catalunya	001
@PauCendon	<a href="https://twitter.com/PauCendon" target="_blank">PauCendon</a>	3	0	1	21	89	786		001
@paula5_bs	<a href="https://twitter.com/paula5_bs" target="_blank">paula5_bs</a>	1	1	0	295	748	3037	Castellterçol, Barcelona	244
@Paulamartha7	<a href="https://twitter.com/Paulamartha7" target="_blank">Paulamartha7</a>	10	0	1	260	425	4523		001
@paulsmercado	<a href="https://twitter.com/paulsmercado" target="_blank">paulsmercado</a>	1	0	1	558	315	8422	Palma de Mallorca	262
@PauMira33	<a href="https://twitter.com/PauMira33" target="_blank">PauMira33</a>	1	0	1	32	19	569	Cataluña, España	071
@paurolan	<a href="https://twitter.com/paurolan" target="_blank">paurolan</a>	1	0	1	108	682	304	Sants	248
@paurri00	<a href="https://twitter.com/paurri00" target="_blank">paurri00</a>	1	0	1	65	61	1161	Girona	001
@pausurfer	<a href="https://twitter.com/pausurfer" target="_blank">pausurfer</a>	6	0	1	481	369	13522	Girona, Espanya	017
@PauVerd1	<a href="https://twitter.com/PauVerd1" target="_blank">PauVerd1</a>	2	3	1	115	440	116	Catalunya	026
@payess_twit	<a href="https://twitter.com/payess_twit" target="_blank">payess_twit</a>	2	0	1	152	247	2822		084
@pcodinag	<a href="https://twitter.com/pcodinag" target="_blank">pcodinag</a>	16	0	1	298	557	16544	Girona	001
@pdcastellbisbal	<a href="https://twitter.com/pdcastellbisbal" target="_blank">pdcastellbisbal</a>	1	1	0	133	195	583	Castellbisbal, Espanya	243
@PDCComarquesBCN	<a href="https://twitter.com/PDCComarquesBCN" target="_blank">PDCComarquesBCN</a>	11	0	1	2079	1786	6121	Catalunya	011
@PDeCATBaixLlob	<a href="https://twitter.com/PDeCATBaixLlob" target="_blank">PDeCATBaixLlob</a>	2	0	1	657	474	1006	Baix Llobregat	028
@pdecatbalsareny	<a href="https://twitter.com/pdecatbalsareny" target="_blank">pdecatbalsareny</a>	3	0	1	234	454	1103	Balsareny	061
@PDeCATBCN	<a href="https://twitter.com/PDeCATBCN" target="_blank">PDeCATBCN</a>	3	3	0	3841	1896	7931	Barcelona, Catalunya	110
@pdecatcardedeu	<a href="https://twitter.com/pdecatcardedeu" target="_blank">pdecatcardedeu</a>	0	1	0					242
@PDeCATNOGUERA	<a href="https://twitter.com/PDeCATNOGUERA" target="_blank">PDeCATNOGUERA</a>	4	0	1	300	965	1131		078
@PDECATNouBarris	<a href="https://twitter.com/PDECATNouBarris" target="_blank">PDECATNouBarris</a>	8	0	1	385	316	1075		274
@PDECatRiudoms	<a href="https://twitter.com/PDECatRiudoms" target="_blank">PDECatRiudoms</a>	1	0	1	416	364	429	Riudoms	108
@PDECATsstg	<a href="https://twitter.com/PDECATsstg" target="_blank">PDECATsstg</a>	15	1	0	1661	2084	30241	Carrer Balmes 438, Barcelona	001
@pdecviladecans	<a href="https://twitter.com/pdecviladecans" target="_blank">pdecviladecans</a>	2	3	0	1385	1359	1681	Viladecans - Catalunya	028
@Pdemocratacat	<a href="https://twitter.com/Pdemocratacat" target="_blank">Pdemocratacat</a>	8	27	0	190346	48261	19744	Catalunya	078
@PDemocrataCatSc	<a href="https://twitter.com/PDemocrataCatSc" target="_blank">PDemocrataCatSc</a>	1	1	0	551	2469	760	Santa Coloma de Farners, Espanya	236
@pedrin_cat	<a href="https://twitter.com/pedrin_cat" target="_blank">pedrin_cat</a>	12	0	1	141	228	4152		286
@pedroberserker	<a href="https://twitter.com/pedroberserker" target="_blank">pedroberserker</a>	1	0	1	153	95	2589	Andalucía. Málaga	126
@pedrogarciaflo3	<a href="https://twitter.com/pedrogarciaflo3" target="_blank">pedrogarciaflo3</a>	61	0	4	1890	547	370488	REPUBLICA CATALANA (GIRONA)	019
@PedrolasG	<a href="https://twitter.com/PedrolasG" target="_blank">PedrolasG</a>	1	0	1	97	215	5293	Capiscol	090
@PelanasMiquel	<a href="https://twitter.com/PelanasMiquel" target="_blank">PelanasMiquel</a>	0	12	0					005
@penjatcat	<a href="https://twitter.com/penjatcat" target="_blank">penjatcat</a>	11	0	1	141	287	5370	Catalunya	002
@pep_coca	<a href="https://twitter.com/pep_coca" target="_blank">pep_coca</a>	9	0	2	35	105	1714		001
@Pep_Madrid	<a href="https://twitter.com/Pep_Madrid" target="_blank">Pep_Madrid</a>	1	0	1	115	155	810	CATALUNYA	001
@pepa_arenos	<a href="https://twitter.com/pepa_arenos" target="_blank">pepa_arenos</a>	4	0	1	85	70	12708		066
@pepa_calapepa	<a href="https://twitter.com/pepa_calapepa" target="_blank">pepa_calapepa</a>	3	0	1	45	454	117		001
@pepcapdevila1	<a href="https://twitter.com/pepcapdevila1" target="_blank">pepcapdevila1</a>	4	0	1	84	71	3379		008
@PepEstepa	<a href="https://twitter.com/PepEstepa" target="_blank">PepEstepa</a>	5	0	1	1146	2289	26035	Barcelona	072
@pepet_grill73	<a href="https://twitter.com/pepet_grill73" target="_blank">pepet_grill73</a>	2	0	1	19	76	140	Barcelona	235
@PepetPig	<a href="https://twitter.com/PepetPig" target="_blank">PepetPig</a>	0	1	0					232
@pepmartorell	<a href="https://twitter.com/pepmartorell" target="_blank">pepmartorell</a>	4	1	0	5887	1368	21335	Barcelona	233
@pepmelenes	<a href="https://twitter.com/pepmelenes" target="_blank">pepmelenes</a>	2	0	1	69	429	2552	Catalunya	184
@Pepmoline	<a href="https://twitter.com/Pepmoline" target="_blank">Pepmoline</a>	4	0	1	1519	1379	12877	Sitges, Catalunya	001
@pepmollevi	<a href="https://twitter.com/pepmollevi" target="_blank">pepmollevi</a>	8	0	1	761	1340	23476	Baix Montseny	056
@pepserrano	<a href="https://twitter.com/pepserrano" target="_blank">pepserrano</a>	2	0	1	145	217	6248	catalunya	059
@peptorra10	<a href="https://twitter.com/peptorra10" target="_blank">peptorra10</a>	5	0	1	587	320	42639	Catalunya	006
@peptorraa	<a href="https://twitter.com/peptorraa" target="_blank">peptorraa</a>	1	0	1	116	260	761		209
@pepvivesBIB	<a href="https://twitter.com/pepvivesBIB" target="_blank">pepvivesBIB</a>	5	4	1	792	828	5130	#biblioteques	057
@pere_gran	<a href="https://twitter.com/pere_gran" target="_blank">pere_gran</a>	4	0	1	133	425	2308	Lleida, l'Oest de Catalunya	102
@perecampa	<a href="https://twitter.com/perecampa" target="_blank">perecampa</a>	1	0	1	68	224	3439	Olesa de Montserrat	258
@perecascares72	<a href="https://twitter.com/perecascares72" target="_blank">perecascares72</a>	9	0	1	192	531	5292	Caldes de Malavella, Cataluña	001
@PereCastillo53	<a href="https://twitter.com/PereCastillo53" target="_blank">PereCastillo53</a>	29	0	2	696	1104	82765	Sant Just Desvern - Catalunya	072
@peredenargo	<a href="https://twitter.com/peredenargo" target="_blank">peredenargo</a>	3	0	1	148	209	17871	lleida	001
@Perefarns	<a href="https://twitter.com/Perefarns" target="_blank">Perefarns</a>	1	0	1	302	550	12541	Palau de Plegamans, Catalunya	001
@perefarres	<a href="https://twitter.com/perefarres" target="_blank">perefarres</a>	0	1	0					230
@peregarcia63	<a href="https://twitter.com/peregarcia63" target="_blank">peregarcia63</a>	6	0	1	256	385	3197		003
@PereLligonya	<a href="https://twitter.com/PereLligonya" target="_blank">PereLligonya</a>	9	0	2	2371	2218	44920	Catalunya	054
@PereMedina	<a href="https://twitter.com/PereMedina" target="_blank">PereMedina</a>	2	0	1	378	685	811	El Brull, Osona, Catalunya, UE	006
@PereOlm87	<a href="https://twitter.com/PereOlm87" target="_blank">PereOlm87</a>	12	0	1	455	725	9762	La Seu d'Urgell.	117
@pereramon2	<a href="https://twitter.com/pereramon2" target="_blank">pereramon2</a>	1	0	1	203	744	2921	Vilanova i la Geltrú,Catalunya	128
@PereRF	<a href="https://twitter.com/PereRF" target="_blank">PereRF</a>	13	4	0	5769	6242	35030	República de Catalunya,  UE.	087
@perermerono	<a href="https://twitter.com/perermerono" target="_blank">perermerono</a>	15	0	1	2098	3930	115219	Barcelona / Badalona	011
@peresantalo	<a href="https://twitter.com/peresantalo" target="_blank">peresantalo</a>	3	0	1	545	849	22903	El Clot, Catalunya	006
@Peret72118101	<a href="https://twitter.com/Peret72118101" target="_blank">Peret72118101</a>	17	0	1	37	86	3762		001
@Periferia2015	<a href="https://twitter.com/Periferia2015" target="_blank">Periferia2015</a>	10	0	1	110	775	8401		001
@PeTXi_	<a href="https://twitter.com/PeTXi_" target="_blank">PeTXi_</a>	1	0	1	152	419	2198	Catalunya	071
@pezigollas	<a href="https://twitter.com/pezigollas" target="_blank">pezigollas</a>	6	0	1	87	272	1900		001
@pgoma	<a href="https://twitter.com/pgoma" target="_blank">pgoma</a>	4	0	1	3386	3198	13620		006
@pgtorremorell1	<a href="https://twitter.com/pgtorremorell1" target="_blank">pgtorremorell1</a>	13	0	1	45	161	11947		001
@PhilipaKadick	<a href="https://twitter.com/PhilipaKadick" target="_blank">PhilipaKadick</a>	2	0	1	87	253	1490	Arkham Asylum S Boi, Catalonia	122
@phoenix_derive	<a href="https://twitter.com/phoenix_derive" target="_blank">phoenix_derive</a>	7	0	1	213	403	10889		019
@PilarinRodri	<a href="https://twitter.com/PilarinRodri" target="_blank">PilarinRodri</a>	12	0	1	670	480	74752	catalunya	024
@PilarPilarmorg	<a href="https://twitter.com/PilarPilarmorg" target="_blank">PilarPilarmorg</a>	3	0	1	27	49	8023		071
@PilarZubero	<a href="https://twitter.com/PilarZubero" target="_blank">PilarZubero</a>	4	0	1	28	44	1206		019
@PileteJosefine	<a href="https://twitter.com/PileteJosefine" target="_blank">PileteJosefine</a>	33	0	1	2785	2117	146848		007
@PinyolElisenda	<a href="https://twitter.com/PinyolElisenda" target="_blank">PinyolElisenda</a>	8	0	1	57	167	3096		082
@piracant6	<a href="https://twitter.com/piracant6" target="_blank">piracant6</a>	14	0	1	223	362	15305		066
@pisartm	<a href="https://twitter.com/pisartm" target="_blank">pisartm</a>	3	0	1	517	1350	7192		014
@pitarch	<a href="https://twitter.com/pitarch" target="_blank">pitarch</a>	1	0	1	335	336	611	Barcelona, spain	049
@pitilleando	<a href="https://twitter.com/pitilleando" target="_blank">pitilleando</a>	1	0	1	480	254	17984	Sodomicilio	191
@Piulador_CATALA	<a href="https://twitter.com/Piulador_CATALA" target="_blank">Piulador_CATALA</a>	1	4	0	17040	1988	28540	CATALUNYA	093
@Pixatinter	<a href="https://twitter.com/Pixatinter" target="_blank">Pixatinter</a>	3	0	1	110	425	2616	Castellar del Vallès	106
@planajordi	<a href="https://twitter.com/planajordi" target="_blank">planajordi</a>	0	1	0					229
@PobleLliure_Mar	<a href="https://twitter.com/PobleLliure_Mar" target="_blank">PobleLliure_Mar</a>	7	0	1	589	426	4149	Maresme	081
@PobleLliure_NOr	<a href="https://twitter.com/PobleLliure_NOr" target="_blank">PobleLliure_NOr</a>	5	0	1	595	341	4574	Països Catalans	176
@Podemos_Berango	<a href="https://twitter.com/Podemos_Berango" target="_blank">Podemos_Berango</a>	0	1	0					231
@Pointluck1	<a href="https://twitter.com/Pointluck1" target="_blank">Pointluck1</a>	28	0	1	1806	2600	168651	Barcelona	036
@polaroidshawn	<a href="https://twitter.com/polaroidshawn" target="_blank">polaroidshawn</a>	1	0	1	1678	857	66364	624	116
@polasensi	<a href="https://twitter.com/polasensi" target="_blank">polasensi</a>	0	1	0					234
@Polbs97	<a href="https://twitter.com/Polbs97" target="_blank">Polbs97</a>	8	0	1	262	209	6733	Barcelona | Catalunya ||*||	071
@Poliol	<a href="https://twitter.com/Poliol" target="_blank">Poliol</a>	31	0	1	515	963	19214		020
@politicstw	<a href="https://twitter.com/politicstw" target="_blank">politicstw</a>	7	0	2	27	338	2578	Roma, Lacio	006
@ponnsita	<a href="https://twitter.com/ponnsita" target="_blank">ponnsita</a>	3	0	1	44	104	623	llagostera	019
@pons_vice	<a href="https://twitter.com/pons_vice" target="_blank">pons_vice</a>	1	0	1	65	146	1055	Vic, Catalunya Lliure	064
@PonsGuasch	<a href="https://twitter.com/PonsGuasch" target="_blank">PonsGuasch</a>	8	0	1	10	108	4251		078
@pontgasau_sara	<a href="https://twitter.com/pontgasau_sara" target="_blank">pontgasau_sara</a>	2	0	2	123	105	1632		009
@PorcularPartido	<a href="https://twitter.com/PorcularPartido" target="_blank">PorcularPartido</a>	6	0	1	843	1115	19214		082
@portclick	<a href="https://twitter.com/portclick" target="_blank">portclick</a>	4	0	1	322	511	7705	Barcelona	001
@possessionar	<a href="https://twitter.com/possessionar" target="_blank">possessionar</a>	20	0	1	491	697	88495	Catalunya	019
@PozasJoan	<a href="https://twitter.com/PozasJoan" target="_blank">PozasJoan</a>	12	0	3	363	663	5878	Barcelona, Catalunya	078
@profEHRBAR	<a href="https://twitter.com/profEHRBAR" target="_blank">profEHRBAR</a>	7	0	1	177	517	6430	Antigua and Barbuda	067
@PROLETRIADO09	<a href="https://twitter.com/PROLETRIADO09" target="_blank">PROLETRIADO09</a>	3	0	1	2677	5000	34587	Caracas, Venezuela	044
@properties4two	<a href="https://twitter.com/properties4two" target="_blank">properties4two</a>	2	0	1	503	462	5039	Barcelona, Catalunya	071
@PrufiJaume	<a href="https://twitter.com/PrufiJaume" target="_blank">PrufiJaume</a>	0	1	0					035
@PSBallart	<a href="https://twitter.com/PSBallart" target="_blank">PSBallart</a>	42	0	2	76	234	4918	Barcelona CATALUNYA	028
@PSenan	<a href="https://twitter.com/PSenan" target="_blank">PSenan</a>	2	0	1	286	618	3935		007
@psichar	<a href="https://twitter.com/psichar" target="_blank">psichar</a>	1	0	1	38	149	481		009
@psicotipster10	<a href="https://twitter.com/psicotipster10" target="_blank">psicotipster10</a>	2	0	1	2697	3856	1725	premium desde 2016	064
@PSlvia	<a href="https://twitter.com/PSlvia" target="_blank">PSlvia</a>	6	0	1	687	1449	10170	Chile	056
@publenrenou	<a href="https://twitter.com/publenrenou" target="_blank">publenrenou</a>	0	1	0					239
@pujolarsenpau	<a href="https://twitter.com/pujolarsenpau" target="_blank">pujolarsenpau</a>	11	0	1	264	396	26252	Besalú CATALUNYA	005
@PutoGuti	<a href="https://twitter.com/PutoGuti" target="_blank">PutoGuti</a>	2	0	1	498	999	57948	Madrid-Conil, Cádiz	085
@PZepol	<a href="https://twitter.com/PZepol" target="_blank">PZepol</a>	5	0	1	2122	2065	99854		019
@Q_Freeman7	<a href="https://twitter.com/Q_Freeman7" target="_blank">Q_Freeman7</a>	1	0	1	347	544	3956	Barcelona, Sistema Solar.	082
@q_vila	<a href="https://twitter.com/q_vila" target="_blank">q_vila</a>	14	9	0	2764	2652	11569	Catalunya	060
@QCrusellas	<a href="https://twitter.com/QCrusellas" target="_blank">QCrusellas</a>	3	1	0	707	1311	1871	World	227
@qmolins	<a href="https://twitter.com/qmolins" target="_blank">qmolins</a>	2	1	0	1552	1092	32762	Catalunya - Un Crit Valent!	036
@Quantic_Cat	<a href="https://twitter.com/Quantic_Cat" target="_blank">Quantic_Cat</a>	1	0	1	2	58	112	Barcelona, Catalunya	005
@quicodomingo	<a href="https://twitter.com/quicodomingo" target="_blank">quicodomingo</a>	1	1	0	1231	703	6330	Barcelona	226
@quim_duarte	<a href="https://twitter.com/quim_duarte" target="_blank">quim_duarte</a>	1	0	1	75	379	401		205
@Quim_Massana	<a href="https://twitter.com/Quim_Massana" target="_blank">Quim_Massana</a>	0	2	0					140
@quimcardus	<a href="https://twitter.com/quimcardus" target="_blank">quimcardus</a>	3	0	1	602	580	7512	Països Catalans	084
@quimcosta	<a href="https://twitter.com/quimcosta" target="_blank">quimcosta</a>	2	0	1	757	1039	25446	Catalunya	001
@quimsolas	<a href="https://twitter.com/quimsolas" target="_blank">quimsolas</a>	1	0	1	396	560	2887		001
@Quintinenc	<a href="https://twitter.com/Quintinenc" target="_blank">Quintinenc</a>	3	0	1	263	386	2949		083
@Quintudj	<a href="https://twitter.com/Quintudj" target="_blank">Quintudj</a>	13	0	2	1547	3528	128103	Fargo	010
@qvilar	<a href="https://twitter.com/qvilar" target="_blank">qvilar</a>	7	0	2	400	70	17677		001
@ra_forcada	<a href="https://twitter.com/ra_forcada" target="_blank">ra_forcada</a>	2	0	1	15522	396	14115		060
@RabalMaite	<a href="https://twitter.com/RabalMaite" target="_blank">RabalMaite</a>	57	0	1	85	141	26437		108
@rabiatifuscoler	<a href="https://twitter.com/rabiatifuscoler" target="_blank">rabiatifuscoler</a>	19	0	1	94	321	6892	Kabul	019
@RafaOV10	<a href="https://twitter.com/RafaOV10" target="_blank">RafaOV10</a>	1	0	1	344	497	10223	Mairena Del Alcor,Sevilla	080
@Rafel_Arnal	<a href="https://twitter.com/Rafel_Arnal" target="_blank">Rafel_Arnal</a>	2	0	1	1041	1568	57266	Restart	009
@rafelmassague	<a href="https://twitter.com/rafelmassague" target="_blank">rafelmassague</a>	1	0	1	41	98	148		001
@RaholaOficial	<a href="https://twitter.com/RaholaOficial" target="_blank">RaholaOficial</a>	12	1	0	222116	531	62108		225
@rakelinares	<a href="https://twitter.com/rakelinares" target="_blank">rakelinares</a>	1	0	1	69	146	84		083
@ralf68452199	<a href="https://twitter.com/ralf68452199" target="_blank">ralf68452199</a>	21	0	1	73	357	12593		001
@RamblaNuria	<a href="https://twitter.com/RamblaNuria" target="_blank">RamblaNuria</a>	15	0	3	169	296	7031	CAT	005
@ramonantich	<a href="https://twitter.com/ramonantich" target="_blank">ramonantich</a>	4	0	1	58	146	2617		082
@RamonMalagridaM	<a href="https://twitter.com/RamonMalagridaM" target="_blank">RamonMalagridaM</a>	6	0	2	47	89	4985		001
@RamonPique	<a href="https://twitter.com/RamonPique" target="_blank">RamonPique</a>	1	1	0	2804	1578	16871	Barcelona, Catalonia	223
@ramonroyo	<a href="https://twitter.com/ramonroyo" target="_blank">ramonroyo</a>	28	0	1	337	211	34539	Sarrià	007
@ramontremosa	<a href="https://twitter.com/ramontremosa" target="_blank">ramontremosa</a>	18	501	2	69364	1301	31183	BCN, CAT & EU	001
@RandomUserN38	<a href="https://twitter.com/RandomUserN38" target="_blank">RandomUserN38</a>	8	2	0	69	514	4115	República de Catalunya	126
@rAngOLi_ioGa	<a href="https://twitter.com/rAngOLi_ioGa" target="_blank">rAngOLi_ioGa</a>	1	0	1	277	862	1261	Manlleu	001
@raset_cat	<a href="https://twitter.com/raset_cat" target="_blank">raset_cat</a>	1	1	0	880	294	286	CAT	188
@Rasqueranet	<a href="https://twitter.com/Rasqueranet" target="_blank">Rasqueranet</a>	2	0	1	222	290	8298		008
@raul_barquero	<a href="https://twitter.com/raul_barquero" target="_blank">raul_barquero</a>	7	0	2	190	776	16314	Cornellà de Llobregat, Espanya	005
@ravaleroRCDE	<a href="https://twitter.com/ravaleroRCDE" target="_blank">ravaleroRCDE</a>	1	0	1	74	211	402	Barcelona, España	195
@raym180	<a href="https://twitter.com/raym180" target="_blank">raym180</a>	4	0	2	633	2333	26561	Rotterdam Zuid	130
@Rayna0811	<a href="https://twitter.com/Rayna0811" target="_blank">Rayna0811</a>	2	0	1	28	79	698		252
@rbert77	<a href="https://twitter.com/rbert77" target="_blank">rbert77</a>	1	0	1	1000	1247	9051	Móra la Nova	001
@rbnmndz	<a href="https://twitter.com/rbnmndz" target="_blank">rbnmndz</a>	6	0	1	256	903	1907	Vilanova, Catalonia	001
@rcana000	<a href="https://twitter.com/rcana000" target="_blank">rcana000</a>	3	0	1	189	206	7988		010
@RdPPS	<a href="https://twitter.com/RdPPS" target="_blank">RdPPS</a>	1	0	1	575	5001	2322	Barcelona	153
@reagrupamentpv	<a href="https://twitter.com/reagrupamentpv" target="_blank">reagrupamentpv</a>	25	0	1	1960	1959	46159	País Valencià. 960064914	069
@Redecs_	<a href="https://twitter.com/Redecs_" target="_blank">Redecs_</a>	3	0	1	187	441	32488		001
@reflexions_NS	<a href="https://twitter.com/reflexions_NS" target="_blank">reflexions_NS</a>	25	0	2	644	1717	45038	Català a Madrid. Indepe. Ara a CAT	002
@refugi101	<a href="https://twitter.com/refugi101" target="_blank">refugi101</a>	10	0	1	96	560	7975	al mig del no-res	081
@RehtseGlz	<a href="https://twitter.com/RehtseGlz" target="_blank">RehtseGlz</a>	2	0	1	75	397	12807		005
@RemeiMei1	<a href="https://twitter.com/RemeiMei1" target="_blank">RemeiMei1</a>	2	0	1	124	156	21341		001
@Renoudebuit	<a href="https://twitter.com/Renoudebuit" target="_blank">Renoudebuit</a>	7	0	1	116	666	12311		001
@reporcat	<a href="https://twitter.com/reporcat" target="_blank">reporcat</a>	8	0	1	1694	1561	10957	Visc a Barcelona, de Tarragona	001
@ReTwitStorm_por	<a href="https://twitter.com/ReTwitStorm_por" target="_blank">ReTwitStorm_por</a>	2	0	1	269	288	13778		001
@ribas_xavi	<a href="https://twitter.com/ribas_xavi" target="_blank">ribas_xavi</a>	2	0	1	339	325	6681		001
@ricard1714	<a href="https://twitter.com/ricard1714" target="_blank">ricard1714</a>	9	0	1	108	605	2123	Barcelona, catalunya	070
@RicardFite	<a href="https://twitter.com/RicardFite" target="_blank">RicardFite</a>	14	0	1	412	1029	13301	Barcelona	001
@ricardfragments	<a href="https://twitter.com/ricardfragments" target="_blank">ricardfragments</a>	1	0	1	237	423	6749	Sabadell (Catalunya)	030
@ricardjordan_	<a href="https://twitter.com/ricardjordan_" target="_blank">ricardjordan_</a>	2	0	1	122	372	639	Girona, Catalunya	071
@RicardLahoz	<a href="https://twitter.com/RicardLahoz" target="_blank">RicardLahoz</a>	3	2	0	1846	780	4121	Catalunya	053
@RicardLlenas	<a href="https://twitter.com/RicardLlenas" target="_blank">RicardLlenas</a>	7	0	1	811	1332	4313	Vilanova i la Geltrú	025
@ricardo21893637	<a href="https://twitter.com/ricardo21893637" target="_blank">ricardo21893637</a>	1	0	1	32	54	9803		068
@RICARDPF	<a href="https://twitter.com/RICARDPF" target="_blank">RICARDPF</a>	9	0	1	2471	3322	33408	Sant Boi,Catalunya Independent	008
@RicardXenx68	<a href="https://twitter.com/RicardXenx68" target="_blank">RicardXenx68</a>	1	0	1	102	126	699		008
@riicard7	<a href="https://twitter.com/riicard7" target="_blank">riicard7</a>	16	0	1	175	411	5199		008
@Rimont7516	<a href="https://twitter.com/Rimont7516" target="_blank">Rimont7516</a>	4	0	1	275	704	678	Avinyó	001
@RitaPratC	<a href="https://twitter.com/RitaPratC" target="_blank">RitaPratC</a>	7	0	1	10	82	1247		012
@Ritxi_Witxi	<a href="https://twitter.com/Ritxi_Witxi" target="_blank">Ritxi_Witxi</a>	14	0	1	2007	1328	59713	Això és a prop! Cerca! Near!	001
@riusdefum	<a href="https://twitter.com/riusdefum" target="_blank">riusdefum</a>	1	0	1	237	659	969	Terrassa	116
@RiuYashira	<a href="https://twitter.com/RiuYashira" target="_blank">RiuYashira</a>	10	0	1	1767	901	92256	On hi hagi una manifa	065
@rlopezct	<a href="https://twitter.com/rlopezct" target="_blank">rlopezct</a>	11	0	1	1634	2307	72550	Catalonia	006
@robcorominas	<a href="https://twitter.com/robcorominas" target="_blank">robcorominas</a>	1	0	1	18	103	38		271
@robert_casals	<a href="https://twitter.com/robert_casals" target="_blank">robert_casals</a>	1	0	1	34	176	518		019
@RobertBadia	<a href="https://twitter.com/RobertBadia" target="_blank">RobertBadia</a>	26	0	3	1572	1899	97062	Barcelona, Catalonia, Europe	013
@RocaLongares	<a href="https://twitter.com/RocaLongares" target="_blank">RocaLongares</a>	17	0	3	431	443	21648	Barcelona, Catalunya	006
@roccasagran	<a href="https://twitter.com/roccasagran" target="_blank">roccasagran</a>	6	0	1	16279	1786	41541	Sabadell, Països Catalans	012
@rocvalls	<a href="https://twitter.com/rocvalls" target="_blank">rocvalls</a>	1	0	1	39	188	657	Catalunya	001
@rodalia3	<a href="https://twitter.com/rodalia3" target="_blank">rodalia3</a>	0	1	0					187
@rodri99garcia	<a href="https://twitter.com/rodri99garcia" target="_blank">rodri99garcia</a>	3	0	1	232	218	3496	madrid/ vallecas	072
@rofastes	<a href="https://twitter.com/rofastes" target="_blank">rofastes</a>	1	0	1	310	1010	7962		060
@Roger_Lluriach	<a href="https://twitter.com/Roger_Lluriach" target="_blank">Roger_Lluriach</a>	3	0	1	7	92	510		044
@roger_monfort	<a href="https://twitter.com/roger_monfort" target="_blank">roger_monfort</a>	1	0	1	20	164	112	Mi casa	247
@RogerCalleja	<a href="https://twitter.com/RogerCalleja" target="_blank">RogerCalleja</a>	1	0	1	308	446	7652		001
@RogerCumeras	<a href="https://twitter.com/RogerCumeras" target="_blank">RogerCumeras</a>	0	2	0					017
@rogerfores__	<a href="https://twitter.com/rogerfores__" target="_blank">rogerfores__</a>	1	0	1	188	146	261	Winterfell	010
@RogerGalazan	<a href="https://twitter.com/RogerGalazan" target="_blank">RogerGalazan</a>	5	0	1	639	913	26238	Repiular no és compartir	010
@RogerPastorRob1	<a href="https://twitter.com/RogerPastorRob1" target="_blank">RogerPastorRob1</a>	0	1	0					186
@RogerSaperas	<a href="https://twitter.com/RogerSaperas" target="_blank">RogerSaperas</a>	0	2	0					047
@RogerYoda	<a href="https://twitter.com/RogerYoda" target="_blank">RogerYoda</a>	13	0	1	7725	5952	103408	E Street, Jungleland	001
@romapaps	<a href="https://twitter.com/romapaps" target="_blank">romapaps</a>	2	0	1	100	168	904	Barcelona	185
